Movie Name,Username,Review,Rating
Reviews ofAgak Laen2024,Anonymous,"Kesampingkan Dulu KomedinyaDi luar dari komedinya yang sukses membuat nafas ngos ngosan, Agak Laen mungkin masuk dalam kategori langka film komedi Indonesia yang memperhatikan cerita serta pengambilan gambar. Karakter, Alur, dan Penyelesaian cerita yang dibuat begitu rapih jadi daya tarik tersendiri bagi saya untuk mengulang film Agak Laen. Kalau dipikir, sepertinya Indonesia akan kembali ke masa emas film komedi dengan bermacam grup lawakan.",5
Reviews ofAgak Laen2024,Anonymous,lucu conggg tapi gak membuat ketagihan. jadi cukup ditonton sekali aja. tapi takjub sekali sama acting Bang Oki. Keren bener bang acting nangisnya berasa banget sedihnyeeee.,4
Reviews ofAgak Laen2024,Anonymous,"ngakakkk pake bangettt, di rekom dia :)",5
Reviews ofAgak Laen2024,Anonymous,"Tons of fun. As I go through my 2024 Halloween watchlist, I wanted to knock out a few that are on Netflix as I have access today (I still refuse to get my own account after they turned off account sharing). I've only ever seen one other film from Indonesia and both of them I've seen so far have been a lot of fun. This film does more with less, which I can always appreciate. The slapstick nature of the plot is easy to follow and engage with.",3.5
Reviews ofAgak Laen2024,Anonymous,"It was fun, u should watch this movie if u were boring especially if ure indonesian.",4
Reviews ofAgak Laen2024,Anonymous,behind the scenes are even funnier.,3.5
Reviews ofAgak Laen2024,Anonymous,"Lama dah tak rasa tengok movie kelako macam ni, this film made my day 🤣",4.5
Reviews ofAgak Laen2024,Anonymous,"live love laugh oki rengga.. all in oki rengga..hail oki rengga..despite the hillarious comedy that they serve, it’s still sad bcs they’re actually mocking a disability character for fun..i just dissapointed for it.. but, i quiet enjoy every seconds watching it, indra jegel are so funny i love him so much. Waiting for the second one, even though i think it’s okay to end the first one because i don’t think we have more hanging problems. But, it’s understandable if i were the director i would make a trilogy bcs millions audiences that enjoys this film so much. Well done.",3
Reviews ofAgak Laen2024,Anonymous,i thought the ending was gonna be a plotwist where the dead guy isn't actually dead and i thought he just kinda run away lmaoo (if that make sense) but anyways 3.5 for the laugh,3.5
Reviews ofAgak Laen2024,Anonymous,"Hooptober 11I liked this movie, which is good because my Hooptober picks so far have been...not so enjoyable for me. I would have liked this movie even more if it had not been a weird mix of too many ingredients. First it was sort of a buddy comedy. Next it was a ghost story. Next it was a drama. And the worst part for me was that the ghost story part was probably the shortest section and the ghost…",3.5
Reviews ofAgak Laen2024,Anonymous,"Ini lumayan lucu, dan konflik pribadi setiap tokohnya juga dikemas cukup baik.. tapi tetep aja kaya memberi kesan “oh gitu haha” dan bukan menjadi film yang akan ditonton berkali kali..Jujur aja jokesnyapun beberapa ada yg udah basi, tapi ketolong oleh pembawaan dari para aktornya yg buat jokesnyanlebih hidup.",3
Reviews ofAgak Laen2024,Anonymous,"“Today, I strangled you with a prayer rug.”Agak Laenis a 2024 Indonesian comedy horror film directed and written by Muhadkly Acho which follows a group of friends who started a haunted house business.This was a complete blind watch as I wanted to get a 2024 watch out of the way, and had no idea what this one was going to be about other than the base level plot.Honestly, I quite enjoyed this one — it’s lighthearted…",3.5
Reviews ofAgak Laen2024,Anonymous,"Komedinya rapet, tapi subplot kurang menggigit.",3.5
Reviews ofAgak Laen2024,Anonymous,was a fun time,3
Reviews ofAgak Laen2024,Anonymous,Have so much fun,3
Reviews ofAgak Laen2024,Anonymous,biasa banget ternyata,
Reviews ofAgak Laen2024,Anonymous,sooOoOOo goodddssss,4
Reviews ofAgak Laen2024,Anonymous,overrated.,3
Reviews ofAgak Laen2024,Anonymous,"bingung sih mau kasih komentar apa, tp ini film ga mendidik banget. ada beberapa part yg lucu tp sisanya gua ngerasa dosa nonton ni film",2
Reviews ofAgak Laen2024,Anonymous,"[ENGLISH VERSION BELOW]*Indonesian Review:*Empat teman, Bene, Jegel, Boris, dan Oki, memutuskan membuat rumah hantu di pasar malam demi uang. Setelah seorang pengunjung meninggal karena serangan jantung, mereka mengubur mayatnya di dalam rumah hantu, yang justru membuat rumah tersebut viral dan menarik banyak pengunjung.Meski plotnya sederhana, film ini sukses menggabungkan beberapa genre dengan fokus utama pada komedi. Penulisan solid, comedic timing tepat, dan visualnya memuaskan, meski ada gangguan dari product placement. Akting keempat pemeran utama, terutama Oki Rengga,…",4
Reviews ofAgak Laen2024,Anonymous,KOMEDINYA COCOK DI GUEEE KWKWKW LUCU BGT INI,5
Reviews ofAgak Laen2024,Anonymous,Emang agak laen ternyata awkwkwkwk,4
Reviews ofAgak Laen2024,Anonymous,Definisi emang beneran agak lain apalagi scene tiup tiup😭,3
Reviews ofAgak Laen2024,Anonymous,"PEAK INDO COMEDY! Got that riau accent deep and thick, everyone is sooooo good😂",5
Reviews ofAgak Laen2024,Anonymous,PLAZA SEMANGGI CINEPOLIS,4.5
Reviews ofAgak Laen2024,Anonymous,Enjoyable,3
Reviews ofAgak Laen2024,Anonymous,KWKWWKWKWKWK LUCU BNGT COOOOOOOKK,3.5
Reviews ofAgak Laen2024,Anonymous,agak laen kau,3
Reviews ofAgak Laen2024,Anonymous,ajg banyak iklan di tengah tengah wakkakakaka anj ngakakPAKE TIUP TIUP anj,3
Reviews ofAgak Laen2024,Anonymous,back to circle one which is the root of all those bad luck: economic problem,
Reviews ofAgak Laen2024,Anonymous,mau berteman bgt sama mereka,5
Reviews ofAgak Laen2024,Anonymous,badan gue sakit dipukul adek karena ngakakin film ini.,4
Reviews ofAgak Laen2024,Anonymous,funny to see walauu beberapa ada yang garing TAPI still funny to see and got emotional at the end,4.5
Reviews ofAgak Laen2024,Anonymous,telat sih haha,4
Reviews ofAgak Laen2024,Anonymous,"Too light on horror but there were a few good laughs. The movie is technically pleasant but I was turned off by the adverts (unless they were jokes that I completely misunderstood) and the jokes around Obet, the character with a speech disability.Still an interesting glimpse at Indonesian culture, and I can understand why people would enjoy this, but it's not for me.",2.5
Reviews ofAgak Laen2024,Anonymous,"I forget when I watched it, but they have a goofy friendship",3.5
Reviews ofAgak Laen2024,Anonymous,"Forgot to log this but it was honestly so good and so fun bro, might end up in my top 4 just cus of how gold it was and how much fun i had watching it🫡",5
Reviews ofAgak Laen2024,Anonymous,Keren banget!!!!,4.5
Reviews ofAgak Laen2024,Anonymous,"Rewatch pengen liat bene doang, cakep banget bene dipikir-pikir",4.5
Reviews ofAgak Laen2024,Anonymous,Kurang puas sama endingnya,2
Reviews ofAgak Laen2024,Anonymous,"The premise was cool, but the awkward laughing, forced advertisements took me out of the movie.Its not horrible but felt that none of the characters grew/learnt anything.",3
Reviews ofAgak Laen2024,Anonymous,"I had planned to watch IMMACULATE as my 3rd film in this 2024 bingeathon, but after watching the disappointing WATCHERS and TAROT, I got about 2 minutes into IMMACULATE and knew I wasn't in the mood for another modern horror film.So I switched to horror-comedy.AGAK LAEN is probably a half hour too long and probably would have benefited from leaning into the absurdity a bit more, but it's still an enjoyable time.Four friends operate a haunted house…",3
Reviews ofAgak Laen2024,Anonymous,THAT ADS!?! couldve been smoother 😤,3
Reviews ofAgak Laen2024,Anonymous,"At first I thought this was gonna be a simple Indonesian film, but to the end it got really complicated and how the story sorta intertwined leading to a conclusion, and it was funny too 4/5 would recommend",4
Reviews ofAgak Laen2024,Anonymous,"started watching out of curiosity ‘cause it’s imajinari pictures prod, but halfway through i was like “wait, this is horror??” (Ｔ▽Ｔ) lucky for me, it’s horror comedy so not that scary. got some laughs and jumps, pretty fun overall",5
Reviews ofAgak Laen2024,Anonymous,"I still don't understand why this film topped the best-selling film ranking. It is very overrated and not as huge as the marketing says. Is it a bad film? Not necessarily, but I think many older comedy-horrors deserved better recognition than this one.Also, there were too much slapstick comedy, exploitation of the disabled community, or edgy comedy, but delivered very unapologetically that makes it somewhat questionable for several audiences. It is different from theScary Moviefranchise where the dark comedy was not delivered in a hard-selling way as this film does, but just blends in with the plot.",1.5
Reviews ofAgak Laen2024,Anonymous,did not finish it,2
Reviews ofAgak Laen2024,Anonymous,I LOVE THIS its so stupidly funny,3.5
Reviews ofAgak Laen2024,Anonymous,beneran agak laen,3
Reviews ofAgak Laen2024,Anonymous,AWOKAWOKAWOK FILM KOCAKKKK DAHLAH POKOKNYA FULL KOMEDI BIKIN PERUT SAKIT,5
Reviews ofAgak Laen2024,Anonymous,kurang cocok sama jokesnya😔,3.5
Reviews ofAgak Laen2024,Anonymous,"the literal definition of digging ur own grave. watched this with my cousins once and i should say i was intrigued and terrified at the same time, humors were nice and all.",4
Reviews ofAgak Laen2024,Anonymous,over rated,3
Reviews ofAgak Laen2024,Anonymous,Shi was funny,4
Reviews ofAgak Laen2024,Anonymous,lucu teros,3
Reviews ofAgak Laen2024,Anonymous,Seru. Too good to be true. Komedinya oke. Soundtracknya juara dan relevan sama dunia nyata.,4
Reviews ofAgak Laen2024,Anonymous,"Kelakar, lucu, dan sampai plotnya. Semua tindakan watak logik dan bersandaran. Ada vibe Senario The Movie 1",5
Reviews ofAgak Laen2024,Anonymous,8.8/10,4.5
Reviews ofAgak Laen2024,Anonymous,"the jokes didnt really resonate with my sense of humour, but i still had a few laughs.",
Reviews ofAgak Laen2024,Anonymous,"intinya, Totong jegel pembawa keberuntungan, dan jokes""nya ya jokes bapak"" tongkrongann, memang beneran agak Laen, 4 sekawan tolol dan koplak, mau kasian ke pak Basuki tp dia jg selingkuh jdi yaudah smoga tenang y pak, kesel kesel lucu si nontonnya👍🏻👍🏻👍🏻 selalu gagal fokus sama jegel👩🏻‍🦯💋😙 lucu kali loh abang ini gemes",3.5
Reviews ofAgak Laen2024,Anonymous,I liked this.Some ppl might think it's not that funny but it's enjoyable for sure. It's a comedy but i like how they're brave enough to include some sad-heartbreaking content.,3.5
Reviews ofAgak Laen2024,Anonymous,i deeply apologize for not getting any of the jokes..,2.5
Reviews ofAgak Laen2024,Anonymous,"I didn’t expect it to be that funny tho, but watching it just feels fresh",5
Reviews ofAgak Laen2024,Anonymous,film horor komedi,5
Reviews ofAgak Laen2024,Anonymous,they gagged me with the comedy😭,4
Reviews ofAgak Laen2024,Anonymous,Agak laen aku. Kok malah salfok sama bibir bang tohar 🙃,3
Reviews ofAgak Laen2024,Anonymous,aku gabisa nonton pilem ini lagi krn logat batak tu bikin aku inget sama cowo yg aku benci,5
Reviews ofAgak Laen2024,Anonymous,This needed more horror,3.5
Reviews ofAgak Laen2024,Anonymous,"seru krena nonton nya sm orng cakep.,,, 🌹😇",5
Reviews ofAgak Laen2024,Anonymous,ditiup malah berdiri sat,3.5
Reviews ofAgak Laen2024,Anonymous,"Yang benar aja kau, baru nonton film ini sekarang",4.5
Reviews ofAgak Laen2024,Anonymous,pecah totong nya,5
Reviews ofAgak Laen2024,Anonymous,"A fresh and fun comedy film. Success makes you entertained in every scene, giving rise to frequent points of laughter. The chemistry between the characters is well developed, even though there are some characters who seem dominant compared to others, this does not disturb the integrity of the story. The jokes given seem simple but can produce excellent punchlines. Even so, there are still shortcomings in this film, one of which is the emotional dynamics given by the characters which are somewhat less relatable to the audience. But this is forgivable with the story being presented which is still quite enjoyable.",4
Reviews ofAgak Laen2024,Anonymous,"I expected much tapi ternyata cuma jokes abang abang yang personally ga masuk di gue, malah bloopers nya yang lebih lucu",2.5
Reviews ofAgak Laen2024,Anonymous,trash,1.5
Reviews ofAgak Laen2024,Anonymous,the ending is so good,4
Reviews ofAgak Laen2024,Anonymous,"idk too much of a story, banyak detail dan plot yang kebuang sia-sia",3
Reviews ofAgak Laen2024,Anonymous,"It was a fun ride, but as usual, the social media folks overhyped it a bit. Half of the jokes didn't really vibe with me. Better if you manage your expectations first I suppose..",3
Reviews ofAgak Laen2024,Anonymous,"(nonton di netflix)demi deh, ini film nyesel waktu gak nonton di bioskop. ketawanya ketawa ngakak deh. udah gabisa diapa-apain lagi ini film memang gila sekali.walau waktu itu sempat ada kontroversialnya (ya pantas saja ceritanya seperti itu), tapi alur filmnya tetep jelas, ngikutin kebiasaan orang sehari-hari, daaan banyak lagi.",5
Reviews ofAgak Laen2024,Anonymous,Agak laen kau (Gibran) agak laen bapakmu (Mulyono),5
Reviews ofAgak Laen2024,Anonymous,not really my cup of humor,2
Reviews ofAgak Laen2024,Anonymous,AGAK LAENNN,3
Reviews ofAgak Laen2024,Anonymous,real agak laen wkwk,3.5
Reviews ofAgak Laen2024,Anonymous,Origin Indo.,3
Reviews ofAgak Laen2024,Anonymous,"funny enough, vividly a take on bataknese and broadly indonesian socio-norms - within the context of a state that is becoming more and more military. does not try to challenge on class but merely portrays. got plenty of good laughs out of it yet taps into the emotional realm as well. character well developed and make you root for them.",4
Reviews ofAgak Laen2024,Anonymous,overrated deh udah ekspektasi setinggi2nya padahal,2
Reviews ofAgak Laen2024,Anonymous,"Ini baguss banget ahahhahaSebagai orang yang tumbuh di lingkungan orang Batak, lebih lucu lagi rasanya. Punchline-nya banyak banget dan ngena semua. Walaupun yang agak aku kurang sih, aku rasa terlalu dark ini lol. Tapi overall untuk film genre comedy, kena banget ini semua",4.5
Reviews ofAgak Laen2024,Anonymous,I watched it on netflix. Ya... sesuai judul emang agak laen filmnya... Yang penting ketawa.,3
Reviews ofAgak Laen2024,Anonymous,NGAKAK,4.5
Reviews ofAgak Laen2024,Anonymous,This movie made me happy and turned to sad very quickly 😭,4
Reviews ofAgak Laen2024,Anonymous,The gang stays together.,3.5
Reviews ofAgak Laen2024,Anonymous,"Four people accidently killed a men, and burried his body in inappropriate wayGood movie with strong comedy accent.",5
Reviews ofAgak Laen2024,Anonymous,when your circle small but y’all crazy🤯,5
Reviews ofAgak Laen2024,Anonymous,"ok paham kenapa rame bgt pas di bioskop, tapi plis greget banget mau bahasKOK GA ADA YANG RISIH SAMA TAP IN BANK DAN MINIMARKET ITU SIH?!!!!apakah itu kerisihan pribadi gue aja atau gimana? btw gak cuma di film ini aja, tapi sejauh pengalaman gue nonton sinema indo, banyak banget tap in produk yang menurut gue tidak natural bgt, berasa kalo filmnya jadi ada iklan tv-nya, jadi ancurin ilusi 4th wall in a very trashy way. gue paham pasti perlu…",3
Reviews ofAgak Laen2024,Anonymous,seruu lucuuuu ya gak heran lah ya pemainnya jg stand up comedy semua. klo ga salah ini sempet viral dann setelah rilis di netflixpun masih trending top 10 indo pdhl udh lama loh di netflix kerenn lahh worth the hype!!,5
Reviews ofAgak Laen2024,Anonymous,"Set aside the TWO terrible ad placement, and the ableist jokes, a LOT of cackles and laughs and giggles were heard either from me or my Mom. Some of the jokes are absolutely hilarious sooo yeah",4.5
Reviews ofAgak Laen2024,Anonymous,"Nggak nyangka ternyata filmnya sebagus itu. Film ini beda dari film yang lain dan menurut aku menegangkan dan lucu di saat bersamaan, dan ada beberapa adegan yang bikin sedih juga.😭",4
Reviews ofAgak Laen2024,Anonymous,seru lah meskipun gw udah kespoiler darimana mana dan udah tau hampir 70% jalan ceritanya tapi tetep kocak. Agak kaget iklannya banyak. komedinya yaaa begitulah standar ga lucu lucu amat dan beberapa 😅. Tapi overall okelah ditonton pas bosen,3
Reviews ofAgak Laen2024,Anonymous,"Saya menonton film ini di hari pertama penayangannya, 01 Februari 2024. Rencana menuliskan ulasannya sudah sejak keluar dari bioskop. Namun, entah apa yang membuat saya malas menuliskannya. Tahu-tahu, setelah tiga minggu penayangan film ini sudah meraup 7 juta penonton, sebuah angka yang mengejutkan.Sejujurnya, saya tak begitu mengikuti podcast Agak Laen di Youtube, tetapi secara personal saya menonton penampilan Boris Bokir, Oki Rengga, dan Indra Jegel di SUCI Kompas TV meskipun beda season, dan terus mengikuti perjalanan kariernya. Kecuali Bene…",4.5
Reviews ofAgak Laen2024,Anonymous,"memanglah tergantung selera masing masing. cara nampilin iklannya asli deh kenapa kek di sinetron sinetron? tapi dari segi ceritanya bagus, complicated juga. yaa overall bagus bagus aja.",3
Reviews ofAgak Laen2024,Anonymous,rewatch bc this is such an instant moodlifters,5
Reviews ofAgak Laen2024,Anonymous,"aslinya ini sebuah sindiran yaa hehe betapa kompleksnya masyarakat kita tapi dibalut dengan komedi yang sungguh apalah wkwk macem sinetron pula kadang tapi dalam artian bagus, pipiku sampe kemeng karena ketawa muluuu",4
Reviews ofAgak Laen2024,Anonymous,KOCAK BGT FAKKK,4.5
Reviews ofAgak Laen2024,Anonymous,Enong²nya ga happy ending?,3.5
Reviews ofAgak Laen2024,Anonymous,"gw butuh 2 hari buat nyelesain film ini, dan nontonnya kudu sambil makan biar ga ngantuk, lol.",2.5
Reviews ofAgak Laen2024,Anonymous,"Ok guys. Kali ini para nak domu bersaudara udah pindah ke Bogor & skrg punya bisnis rumah hantuuAgak laen emang ni karakter semuaAgak LaenPengen deh klo semisal si bene yang nge direct film ini.SEMISAL.Soalnya suka bgt cara dia nge direct Ngeri-Ngeri Sedap. Entah kenapa, humor, feels kekeluargaan nya tuh kuat bgt. Tapi menurut kuAgak Laenhumor nya rada cringe dikit. Maybe karna ad bbrp scene yang kesan nya ""serius"" malah dibuat lucu-lucuan jd agak gimana…",3.5
Reviews ofAgak Laen2024,Anonymous,LUCU BGTTT sayangnya filmnya agak boring yah..,4
Reviews ofAgak Laen2024,Anonymous,i didn't say it's not funny cause some of the jokes are crossing the line but yea,3
Reviews ofAgak Laen2024,Anonymous,"jokes nya masuk di aku sih trs pemain"" nya keren actingnya, alur nya juga seru",5
Reviews ofAgak Laen2024,Anonymous,what in the world,4
Reviews ofAgak Laen2024,Anonymous,"EH LUCU BANGET, MAMA KU NONTON 2 KALI.ps: mama ku ga suka nonton, klo nonton malah ngantuk trs layarnya nonton beliau bobo.",5
Reviews ofAgak Laen2024,Anonymous,"Oki mau facial di tempat gue nggak? Biar bopengnya sembuh. Yah, setidaknya biar kelihatan mendingan. Aktingnya udah bagus soalnya.",4.5
Reviews ofAgak Laen2024,Anonymous,agak laen totally deserved dapet 1 jt penonton dalam 4 hari! seru bangeeeet busettt. satu studio penuh sampai bawah & pada ketawa ketawa😭👏🏻👏🏻👏🏻,4.5
Reviews ofAgak Laen2024,Anonymous,putting random date cuz i dont remmeber when i watched this but its so funny whgcjsnw the comedic timing the punchline HIT everytime,3.5
Reviews ofAgak Laen2024,Anonymous,"Filmnya bukan tipe yang lucu banget sampe bikin ngakak banget, tapi sangat cukup menghibur. Dan cukup menyenangkan bahwa negara ini punya horror komedi yang alur ceritanya nyaman ditonton.",3.5
Reviews ofAgak Laen2024,Anonymous,"Tujuanku nonton ini mw ketawa, malah nangis. Tanggung jawab anjg 😭🫵",4.5
Reviews ofAgak Laen2024,Anonymous,kocak,4.5
Reviews ofAgak Laen2024,Anonymous,KOCAAKK WKWKWKW,5
Reviews ofAgak Laen2024,Anonymous,"idk why some people hate this, but i feel so fun when iwatch it",4
Reviews ofAgak Laen2024,Anonymous,i watched this at 1.25,2.5
Reviews ofAgak Laen2024,Anonymous,"Usually I'll sleep if I watch a movie in the premiere buttt this one kept me upLight-hearted and emotional, mixed with pure comedy, was enough to make the whole studio erupt with laughter. It totally made the atmosphere morefunto be around.",3.5
Reviews ofAgak Laen2024,Anonymous,#kknobar #layartancapRT04,4
Reviews ofAgak Laen2024,Anonymous,Emang agak laen. warkop dki 20th century. di tunggu kelanjutannya dari film ini dengan cerita yang berbeda. btw kurang-kurangin lah hard sellingnya ya ko ernest apa sponsor gak mau soft selling pusing juga. belajar dari drama korea brand indo mau2 aja kok.,4
Reviews ofAgak Laen2024,Anonymous,"indra jegel it seems you have bewitched me with your delightful wits, hilarious physical comedy, genius comedic timing, and boyish charm. you come to me as a long lost friend whom i once picked apples with in papa’s orchard. i’ve grown quite fond of you.",2
Reviews ofAgak Laen2024,Anonymous,batak bgt yak,3
Reviews ofAgak Laen2024,Anonymous,A horror movie that is funny. Like it🤝,5
Reviews ofAgak Laen2024,Anonymous,"Agak laen kau, agak laen bapakmu, agak laen sekeluarga#KawalPutusanMK#TolakPolitikDinasti",3
Reviews ofAgak Laen2024,Anonymous,"Sebagai film bergenre komedi, Agak Laen berhasil menjalankan fungsinya dengan sangat baik. Film ini sukses membuat penonton tertawa dari awal sampai akhir. Sementara itu, elemen horor di film ini hanya digunakan untuk memperkaya alur cerita. Bahkan, elemen horor tersebut dipakai sebagai bahan baru untuk momen komedi yang kembali berhasil membuat penonton tertawa. Ini juga membuat beberapa lelucon terasa seperti lelucon gelap, tetapi tetap lucu tanpa menyinggung pihak tertentu.Faktor yang paling mencuri perhatian dari penampilan kuartet ini bukanlah keterampilan akting…",4
Reviews ofAgak Laen2024,Anonymous,"Film Indonesia paling kocak, script nya rapi bener, set nya sempurna menggambarkan keadaan, dan chemistry yg gausah diragukan lagi.Jokes nya semua sangat ngena utk saya, mungkin karna saya org batak, tapi jika saya lihat respon penonton lain semuanya juga pada ketawa, teman saya yg Jawa juga ketawa. Jadi itu jg alasan saya respect, mereka dpt membuat jokes berbau daerah suku tertentu dpt diterima oleh semua.So, I have to take my hat off 🎩 for that.",5
Reviews ofAgak Laen2024,Anonymous,"SO FUNNY and sad at the end, happy end #wmwAji",3
Reviews ofAgak Laen2024,Anonymous,Funny moments and emotional elements are so good. Perfect entertaining.❤️Love it,4
Reviews ofAgak Laen2024,Anonymous,"ada sedikit part yg kurang suka tp overall seru, dari segi plot juga bagus dan komedinya dapet banget",4
Reviews ofAgak Laen2024,Anonymous,—agak laen emang 😂,3.5
Reviews ofAgak Laen2024,Anonymous,NGAKAK BGT GW SUKAAAAAA,5
Reviews ofAgak Laen2024,Anonymous,"""Hah? Haleluya?""😦",3
Reviews ofAgak Laen2024,Anonymous,my dad fav movie🫶🏻,4.5
Reviews ofAgak Laen2024,Anonymous,"Tight comedy script with heart. One of the best Indonesian comedy films, and probably the funniest.The fact that it’s led to be the 2nd highest grossing Indonesian film of all time by a former professional 3rd goalkeeper only shows us that it isagak laenindeed.",4
Reviews ofAgak Laen2024,Anonymous,the guy that died is prolly gonna be me lmao,4
Reviews ofAgak Laen2024,Anonymous,b aja jujur,2.5
Reviews ofAgak Laen2024,Anonymous,seru,4
Reviews ofAgak Laen2024,Anonymous,If only they didn't joke about people with disability,1
Reviews ofAgak Laen2024,Anonymous,"kocakk, tapi nontonnya pas lagi first date jadi kek kanebo kering wkwkwk",4
Reviews ofAgak Laen2024,Anonymous,"i’ll give it 4½ stars, ini film sebenernya lucu banget (please) tapi ternyata agak bermasalah ya, karena ada ableism 🤕",4.5
Reviews ofAgak Laen2024,Anonymous,"lucu banget, jokesnya masuk di aku, the real comedy movie",4
Reviews ofAgak Laen2024,Anonymous,on-ur-face product placement was camp tbh like these NPCs will never get it,
Reviews ofAgak Laen2024,Anonymous,"Selalu suka film film mereka, lucu nya natural dan ""jokes"" nya fresh ga di buat buat",5
Reviews ofAgak Laen2024,Anonymous,family comfort movie atp,4
Reviews ofAgak Laen2024,Anonymous,Best Indonesia comedy movie in 2024! Love it!,5
Reviews ofAgak Laen2024,Anonymous,WKWKWKKW,5
Reviews ofAgak Laen2024,Anonymous,ya gitu deh,2.5
Reviews ofAgak Laen2024,Anonymous,ga naro ekspektasi tinggi turns out keluar theater pipi sampe pegel ketawa. keren!,4
Reviews ofAgak Laen2024,Anonymous,100/10 horor dapet komedinya dapet banget,5
Reviews ofAgak Laen2024,Anonymous,go piss girl!,2
Reviews ofAgak Laen2024,Anonymous,"Agak Laen adalah film komedi Indonesia tahun 2024 yang disutradarai dan ditulis oleh Muhadkly Acho. Film produksi Imajinari serta Jagartha ini dibintangi oleh Bene Dion, Oki Rengga, dan Indra Jegel. Agak Laen tayang perdana di bioskop Indonesia pada 1 Februari 2024.",4
Reviews ofAgak Laen2024,Anonymous,"Gw cinta bat ama komedi Indonesia. Sebuah cerita yang simpel tapi bener² bisa dinikmati. Ketawa dari awal sampe akhir, literally circle kriminal anjir wkwkwkwk. Selain komedi, film ini bener² ngebawain drama yang bisa bikin gw berkaca². Konflik tiap karakternya ngena, tapi sayang banget konflik utang judi Jegel berasa singkat banget, abis lunas gak ada drama² lagi, jadinya karakter Jegel cuman sebatas karakter penjudi lawak yang sok tau dan emang agak lain. Tapi overall gw bener² nikmatin film ini dari awal sampe akhirBloopers di akhir film? Letsgooo",4.5
Reviews ofAgak Laen2024,Anonymous,lucu banget all the comedy so natural,3
Reviews ofAgak Laen2024,Anonymous,product placement gitu amat,3
Reviews ofAgak Laen2024,Anonymous,i put my expectation too high. its not cup of my tea,3
Reviews ofAgak Laen2024,Anonymous,"Paling tidak masih ada jokes yg ngena, walopun ya seperti film” komedi sebelumnya jumlah penonton tidak sebanding dengan kualitasnya. tp masih oke laahh",3
Reviews ofAgak Laen2024,Anonymous,"KOMEDI INDONESIA YANG PALING LUCU MENURUT KU INI, KARENA JOKESNYA MASUK DAN PERKENALAN MASING MASING KARAKTERNYA CEPET TAPI JELAS, GA BERTELE TELE 🔥🔥❤️‍🔥❤️‍🔥",5
Reviews ofAgak Laen2024,Anonymous,"KOCAK, banyak sarkasnya juga.",3
Reviews ofAgak Laen2024,Anonymous,kocakkk tp kdg ada joke yg ableist dan ga gw anggep lucu tp ok lahh,4
Reviews ofAgak Laen2024,Anonymous,Aku yang bukan orang Batak aja paham loh jokesnya wkwkwkw keren,5
Reviews ofAgak Laen2024,Anonymous,SINEMAHH,4
Reviews ofAgak Laen2024,Anonymous,semuanya gila anjr,5
Reviews ofAgak Laen2024,Anonymous,jokesnya gong banget 😮‍💨😮‍💨😁,4
Reviews ofAgak Laen2024,Anonymous,Lebih niat dari film horror kebanyakan,4
Reviews ofAgak Laen2024,Anonymous,Intresting but not connected for me.Liked some scenes here and there,1
Reviews ofAgak Laen2024,Anonymous,"Emang agak laen ini film, bener bener agak laen",4
Reviews ofAgak Laen2024,Anonymous,seru!,4
Reviews ofAgak Laen2024,Anonymous,mata kiri mataku mata kanan mataku,3.5
Reviews ofAgak Laen2024,Anonymous,"Secara cerita lumayan seger, meskipun komedinya gitu2 aja tapi lucu banget sih. Gak expect juga akting Oki Rengga di sini bagus.",4
Reviews ofAgak Laen2024,Anonymous,sirkel guoblook😭😭😭😭😭😭,3.5
Reviews ofAgak Laen2024,Anonymous,Kirain bakal selucu yg di marketing,3
Reviews ofAgak Laen2024,Anonymous,gua suka gaya lo boris👍🏻,3.5
Reviews ofAgak Laen2024,Anonymous,I was expecting too high,3
Reviews ofAgak Laen2024,Anonymous,ada beberapa jokes yang lucu tapi bercandaan ableistnya gue nggak sanggup banget beneran gak nyaman,1.5
Reviews ofAgak Laen2024,Anonymous,Aku mencari dan berpikir keras melalui otak keciku ini seperti film apa karena rasanya Dejavu (maksudnya situasinya ya) dan yaaps The Quiet Family atau judul koreanya Joyonghan Gajok film tahun 98 punyanya Kim Jee-won.,4
Reviews ofAgak Laen2024,Anonymous,"film lucu ketawa pas pertama kali nonton pas kedua kali ga ketawa sama sekali lucu cuma udah gabisa ketawa padahal pas pertama kali ketawa lepas banget tapi mau nonton lagi walaupun udh ga ketawa kaya pas pertama kali nonton, pecah banget seru banget filmnya ga boring sama sekali, semua castnya pas banget sama perannya",4
Reviews ofAgak Laen2024,Anonymous,"Cerita diluar nalar,yang membuat hati ku jedak jeduk juga tertawa eh gmn sih....?🥲,pokonya seru poll",5
Reviews ofAgak Laen2024,Anonymous,"Ini terseru dan ngakak sih gakuat, pol polan",5
Reviews ofAgak Laen2024,Anonymous,"ceritanya aneh tapi lucu and seruu, dari awal ampe akhir full ketawa",5
Reviews ofAgak Laen2024,Anonymous,ALAMAK LUCU KALI LAH FILM NIH sakit perut aku tengoknya,5
Reviews ofAgak Laen2024,Anonymous,bingung mo review apa intinya ini film horor komedi indo yg anti mainstream si lucunya dapet sedihnya juga dapet,4
Reviews ofAgak Laen2024,Anonymous,i feel soooo bad for foreigners trying to understand the jokes since it's very much local inside jokes. 10/10 recommended for a good family time,5
Reviews ofAgak Laen2024,Anonymous,sangat sangat mengocok perut,4
